date,rule_1,rule_2,rule_3,rule_4,rule_5,rule_6,rule_7,rule_8,rule_9,rule_10,rule_11,rule_12,rule_13,rule_14,rule_15,rule_16,rule_17,rule_18,rule_19,rule_20,rule_21,rule_22,rule_23,rule_24,rule_25,rule_26,rule_27,rule_28,rule_29,rule_30,rule_31,rule_32,rule_33,rule_34,rule_35,rule_36,rule_37,rule_38,rule_39,rule_40,rule_41,rule_42,rule_43,rule_44,rule_45,rule_46,rule_47,rule_48,rule_49,rule_50,rule_51,rule_52,rule_53,rule_54,rule_55,rule_56,rule_57,rule_58,rule_59,rule_60
2017-03-14,0,0,0.230114699490433,0,0,0.334352437788938,0,0,0,0,0,0,0,0.0634538988019473,0,0,0.254810516966008,0,0,0.0342230514319428,0,0,0.0188525917934496,0.201355102404767,0,0,0.0769394107456949,0,0,0.180328725119963,0.0769394107456949,0,0,0,0,0,0,0.134307845058484,0,0,0,0,0,0,0.046662955497175,0,0,0,0,0,0.142655472819176,0,0.0832617350502604,0,0,0,0,0,0,0
2017-03-15,0,0,0.301947547777075,0,0,0.140514408910577,0,0,0,0,0,0,0,0.0559926966798697,0,0,0.170324204351171,0,0,0.0313474683635334,0,0,0.0414912266565349,0.145931839676015,0,0,0.0424279811978939,0,0,0.0786668842390027,0.0424279811978939,0,0,0,0,0,0,0.184045881693373,0,0,0,0,0,0,0.146202162830114,0,0,0,0,0,0.0757846552200846,0,0.0461929689162645,0,0,0,0,0,0,0
2017-03-16,0,0,0.249101302774424,0,0,0.103020097519062,0,0,0,0,0,0,0,0.00923195227176781,0,0,0.279995394558221,0,0,0.00410769756764398,0,0,0.00237445989898948,0.10685353292859,0,0,0.0256624405039465,0,0,0.0458381273581326,0.0256624405039465,0,0,0,0,0,0,0.0146705897578249,0,0,0,0,0,0,0.0746988988850738,0,0,0,0,0,0.0576757227152437,0,0.00339675809607318,0,0,0,0,0,0,0
2017-03-17,0,0,0.0916530807388345,0,0,0.173557972414462,0,0,0,0,0,0,0,0.0648578876123032,0,0,0.28260383921807,0,0,0.0133599538225469,0,0,0.0134333169972583,0.0731374089225968,0,0,0.0159071228585711,0,0,0.0357508790735305,0.0159071228585711,0,0,0,0,0,0,0.0472744951360613,0,0,0,0,0,0,0.015109433284885,0,0,0,0,0,0.0772234994446728,0,0.0398317429098701,0,0,0,0,0,0,0
2017-03-18,0,0.00492440462050588,0.0562877096878237,0,0,0.16418854109732,0,0,0,0,0.0436987590000618,0,0,0.0160640517042757,0,0,0.0900689995452368,0.00102194164339851,0,0.00438961583571088,0,0.000383738840611593,0.00456631662919753,0.102558445417673,0.00055907306068354,0,0.00924179693535324,0,0,0.0448656810442927,0.0146268749945836,0,0,0,0,0,0,0.0194563297920992,0,0,0,0,0,0,0.00607708016098628,0,0,0,0,0,0.0535278905897506,0.00134562841937734,0.0185023746420949,0,0,0,0,0,0.00355430237615656,0.0040496483947448
2017-03-19,0,0,0.102607967025453,0,0,0.0915427738984324,0,0,0,0,0,0,0,0.0270990995457486,0,0,0.187859923166769,0,0,0.010175705343332,0,0,0.00854934713352663,0.197791840020635,0,0,0.00939301792558889,0,0,0.0343742895194409,0.00939301792558889,0,0,0,0,0,0,0.0541664511078223,0,0,0,0,0,0,0.011545017781625,0,0,0,0,0,0.0250147109426013,0,0.013205194065609,0,0,0,0,0,0,0
2017-03-20,0,0,0.0500001158695803,0,0,0.503465224485467,0,0,0,0,0,0,0,0.057528269140905,0,0,0.346447185812635,0,0,0.00766024492786799,0,0,0,0.0565248332347374,0,0,0.0251733195605776,0,0,0.0670395092676353,0.0251733195605776,0,0,0,0,0,0,0.0221108591484152,0,0,0,0,0,0,0,0,0,0,0,0,0.189051070362312,0,0.0836014380354935,0,0,0,0,0,0,0
2017-03-21,0,0,0.0726613480826247,0,0,0.46167326193231,0,0,0,0,0,0,0,0.00401062850421722,0,0,0.0945728767490609,0,0,0.00218854025259111,0,0,0.00253835189124585,0.363886739139084,0,0,0.0335458015857044,0,0,0.251928224272446,0.0335458015857044,0,0,0,0,0,0,0.0231413099381356,0,0,0,0,0,0,0.00652206790627859,0,0,0,0,0,0.0614746509127046,0,0.0195785515635068,0,0,0,0,0,0,0
2017-03-22,0,0,0.354708482377189,0,0,0.220894235053131,0,0,0,0,0.144158632319666,0,0,0,0,0,0.180801685688675,0.0129484016584014,0,0,0,0.00863257125566963,0,0.0800239282590182,0,0,0.0783530588815662,0,0,0.143586580585379,0.161859185716558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040986542717162,0,0,0,0,0,0.249004892166242,0,0,0,0,0,0,0,0.0747085761841868,0.00618928367031993
2017-03-23,0,0,0.433364648029242,0,0,0.277126931592166,0,0,0,0,0,0,0,0.106756894856975,0,0,0.485833450434998,0,0,0.0711737653958939,0,0,0.00173319244866301,0.0999874356277258,0,0,0.120097015168863,0,0,0.184757783002679,0.120097015168863,0,0,0,0,0,0,0.146498281112936,0,0,0,0,0,0,0.0227913645486934,0,0,0,0,0,0.180139189625598,0,0.0608957877880399,0,0,0,0,0,0,0
2017-03-24,0,0,0.247197913320567,0,0,0.374721473050077,0,0,0,0,0,0,0,0,0,0,0.455810377436296,0,0,0,0,0,0,0.0494291541887739,0,0,0.0926303662143882,0,0,0.138940664604531,0.0926303662143882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287512111573858,0,0,0,0,0,0.249823098052834,0,0,0,0,0,0,0,0,0
2017-03-25,0,0,0.203221275336879,0,0,0.168052061957973,0,0,0,0,0,0,0,0.0681707571501321,0,0,0.307502143309304,0,0,0.0373634094152092,0,0,0,0.235247193868167,0,0,0.0341517543540915,0,0,0.0921069129418299,0.0341517543540915,0,0,0,0,0,0,0.121506175576887,0,0,0,0,0,0,0,0,0,0,0,0,0.0623109879093644,0,0.0372557933451298,0,0,0,0,0,0,0
2017-03-26,0,0,0.111061841672237,0,0,0.530657830343054,0,0,0,0,0,0,0,0.145984048129502,0,0,0.501106821948624,0,0,0.0295816157899353,0,0,0,0.0510469156555148,0,0,0.058935835935693,0,0,0.107530351803942,0.058935835935693,0,0,0,0,0,0,0.0590325545258055,0,0,0,0,0,0,0,0,0,0,0,0,0.290845908177737,0,0.154592942765883,0,0,0,0,0,0,0
2017-03-27,0,0,0.117611322285561,0,0,0.501686486194388,0,0,0,0,0,0,0,0.0361396065934697,0,0,0.180502260450591,0,0,0.0209756807141242,0,0,0,0.346714279264611,0,0,0.059004011014119,0,0,0.291182349364752,0.059004011014119,0,0,0,0,0,0,0.116207302123321,0,0,0,0,0,0,0,0,0,0,0,0,0.101659716056373,0,0.100446122940872,0,0,0,0,0,0,0
2017-03-28,0,0.0754839988044688,0.32688793407255,0,0,0.406807389837196,0,0,0,0,0.146518414521516,0,0,0.289263615065229,0,0,0.330239499465429,0,0,0.162914618905954,0,0,0,0.072741563566287,0,0,0.132980427229327,0,0,0.229115821803263,0.226094411319814,0,0,0,0,0,0,0.170658071005011,0,0,0,0,0,0,0,0,0,0,0,0,0.401442714003269,0.0425129406474244,0.2095808136363,0,0,0,0,0,0.0495099654270523,0
2017-03-29,0,0,0.402678745106469,0,0,0.546673566077934,0,0,0,0,0,0,0,0.209504488911309,0,0,0.547825124152657,0,0,0.149791024758717,0,0,0,0.169303365776622,0,0,0.220133825571141,0,0,0.390859375361555,0.220133825571141,0,0,0,0,0,0,0.27342854161792,0,0,0,0,0,0,0,0,0,0,0,0,0.307889105456495,0,0.209064099131323,0,0,0,0,0,0,0
2017-03-30,0,0,0.401832292579919,0,0,0.638306597787356,0,0,0,0,0,0,0,0.405544576693258,0,0,0.635796802773651,0,0,0.227924480707143,0,0,0,0.0477843341605497,0,0,0.256492203557782,0,0,0.35874157415417,0.256492203557782,0,0,0,0,0,0,0.358486358712134,0,0,0,0,0,0,0,0,0,0,0,0,0.45637494399127,0,0.407145455703627,0,0,0,0,0,0,0
2017-03-31,0,0,0.403418517423868,0,0,0.288943154784881,0,0,0,0,0,0,0,0.287279514839879,0,0,0.467805921374723,0,0,0.206209235282305,0,0,0,0.17082148126797,0,0,0.116565019123092,0,0,0.207403396032107,0.116565019123092,0,0,0,0,0,0,0.440800823290833,0,0,0,0,0,0,0,0,0,0,0,0,0.162392058217659,0,0.177439928675922,0,0,0,0,0,0,0
2017-04-01,0,0,0.249173885573203,0,0,0.180545508769684,0,0,0,0,0,0,0,0.505075488344835,0,0,0.598559897498635,0,0,0.175329649241244,0,0,0,0.028534541443615,0,0,0.0449872259429329,0,0,0.062673761556725,0.0449872259429329,0,0,0,0,0,0,0.292919138041058,0,0,0,0,0,0,0,0,0,0,0,0,0.129595565899651,0,0.15234751173841,0,0,0,0,0,0,0
2017-04-02,0,0,0.0751591045957694,0,0,0.325882096369893,0,0,0,0,0,0,0,0.264565368176831,0,0,0.282096992551218,0,0,0.0572816500898375,0,0,0,0.0980507164313014,0,0,0.0244930065669534,0,0,0.0705574744851947,0.0244930065669534,0,0,0,0,0,0,0.203056578419344,0,0,0,0,0,0,0,0,0,0,0,0,0.113125255469782,0,0.305629337018488,0,0,0,0,0,0,0
2017-04-03,0,0,0.0868247702516941,0,0,0.486932463309055,0,0,0,0,0,0,0,0.163454320582714,0,0,0.177425104282154,0,0,0.065547709694927,0,0,0,0.233987598421094,0,0,0.0422777992549002,0,0,0.195267446172317,0.0422777992549002,0,0,0,0,0,0,0.369438755356109,0,0,0,0,0,0,0,0,0,0,0,0,0.10542685602754,0,0.448590492770837,0,0,0,0,0,0,0
2017-04-04,0,0,0.238285328482417,0,0,0.453811922485731,0,0,0,0,0,0,0,0.214996924200897,0,0,0.356908829876174,0,0,0.127752213339811,0,0,0,0.237078544985603,0,0,0.108136723018749,0,0,0.269657241623482,0.108136723018749,0,0,0,0,0,0,0.357940747456803,0,0,0,0,0,0,0,0,0,0,0,0,0.181985597230748,0,0.273370001896502,0,0,0,0,0,0,0
2017-04-05,0,0,0.302981360971838,0,0,0.73059637029046,0,0,0,0,0,0,0,0.377296568788913,0,0,0.545075895367249,0,0,0.192381178767655,0,0,0,0.104933673898858,0,0,0.221357082591689,0,0,0.372526554829297,0.221357082591689,0,0,0,0,0,0,0.352943838468653,0,0,0,0,0,0,0,0,0,0,0,0,0.434123900653686,0,0.505712151322529,0,0,0,0,0,0,0
2017-04-06,0,0,0.40610323162896,0,0,0.471116052367788,0,0,0,0,0,0,0,0.245778342162004,0,0,0.362920614146969,0,0,0.195749350691204,0,0,0.0173367598152519,0.23105413209734,0,0,0.191321751338837,0,0,0.375218827419752,0.191321751338837,0,0,0,0,0,0,0.539372367015593,0,0,0,0,0,0,0.0358356581134026,0,0,0,0,0,0.240219151162189,0,0.319050827655583,0,0,0,0,0,0,0
2017-04-07,0,0.0669144386288312,0.527172455575531,0,0,0.151672727558684,0,0,0,0,0.0669144386288312,0,0,0.659308852351424,0,0,0.365983689468546,0,0,0.436400156650894,0,0,0,0.00130556987788845,0,0,0.07995768423095,0,0,0.10039301281973,0.144041416445461,0,0,0,0,0,0,0.367425094787525,0,0,0,0,0,0,0,0,0,0,0,0,0.217616285238187,0.0442910350675281,0.151672727558684,0,0,0,0,0,0.042612828497261,0
2017-04-08,0,0,0.218473354228049,0,0,0.227087444342514,0,0,0,0,0,0,0,0.244405299684639,0,0,0.461576579904213,0,0,0.0806701945836267,0,0,0.00750624571013861,0.0455804766429413,0,0,0.0496125556685844,0,0,0.0749541370266795,0.0496125556685844,0,0,0,0,0,0,0.174770987298289,0,0,0,0,0,0,0.0224273531773927,0,0,0,0,0,0.150310428763516,0,0.120243048078108,0,0,0,0,0,0,0
2017-04-09,0,0,0.107484993451964,0,0,0.32747112800113,0,0,0,0,0,0,0,0.158318121713035,0,0,0.223160538479465,0,0,0.0515556156697967,0,0,0.0413046072550774,0.153031567062798,0,0,0.0351982320489088,0,0,0.10663956491843,0.0351982320489088,0,0,0,0,0,0,0.231024786107248,0,0,0,0,0,0,0.0133167248524557,0,0,0,0,0,0.108087507310429,0,0.232319810006008,0,0,0,0,0,0,0
2017-04-10,0,0,0.157726058059981,0,0,0.300569781295988,0,0,0,0,0,0,0,0.0489885885050348,0,0,0.177684809605201,0,0,0.023727557095193,0,0,0.0332658756108754,0.229752868265964,0,0,0.0474076867757668,0,0,0.145580570178242,0.0474076867757668,0,0,0,0,0,0,0.133537341475129,0,0,0,0,0,0,0.0401194473851684,0,0,0,0,0,0.0978792570223812,0,0.0828685882922344,0,0,0,0,0,0,0
2017-04-11,0,0.0389222222983066,0.266807764158918,0,0,0.17859741578804,0,0,0,0,0.0626506441324,0,0,0.19157526142145,0,0,0.182628548188182,0.00905391038614522,0,0.105530935894089,0,0.00428845439694868,0.0189699893333897,0.102979156708408,0.0116131538397148,0,0.0476511771909677,0,0,0.0983819742514386,0.0804585693438118,0,0,0,0,0,0,0.202681345702252,0,0,0,0,0,0,0.0435797258272216,0,0,0,0,0,0.146060217556546,0.0214406521788945,0.110955097357255,0,0,0,0,0,0.026255165851288,0.00507352696488005
2017-04-12,0,0,0.260918556620554,0,0,0.36570769796392,0,0,0,0,0,0,0,0.145539344584398,0,0,0.283937165674318,0,0,0.0689358316564608,0,0,0.0154714296737974,0.0976332314142692,0,0,0.0954199246977717,0,0,0.17322026819829,0.115332420083641,0,0,0,0,0,0,0.166187404551339,0,0,0,0,0,0,0.0461802755080627,0,0,0,0,0,0.243493179453539,0,0.155088622455415,0,0,0,0,0,0,0
2017-04-13,0,0.0227435513561029,0.336060002821964,0,0,0.0919567301400582,0,0,0,0,0.0569979732273088,0,0,0.0926605326968663,0,0,0.114687269152862,0.0318640963484795,0,0.0657426210538489,0,0.0121013694318871,0.0199196232255624,0.114352292091798,0.0268432977577453,0,0.0309029789903665,0,0,0.0652432733440711,0.0625721475424776,0,0,0,0,0,0,0.139820346758724,0,0,0,0,0,0,0.104089381405033,0,0,0,0,0,0.0881919283157855,0.0161365430858741,0.0366929295211794,0,0,0,0,0,0.0390701355943784,0.0117514392183306
2017-04-14,0,0,0.269454310130771,0,0,0.0095361350790668,0,0,0,0,0,0,0,0.133206634052677,0,0,0.281108987403451,0,0,0.0505893112994731,0,0,0.017316476347209,0.034370265329743,0,0,0.00256955269904379,0,0,0.00362164023991448,0.00256955269904379,0,0,0,0,0,0,0.179963336522097,0,0,0,0,0,0,0.108803674659631,0,0,0,0,0,0.00676588507074929,0,0.00451880413887666,0,0,0,0,0,0,0
2017-04-15,0,0,0.0091407703566444,0,0,0.063719609921686,0,0,0,0,0,0,0,0,0,0,0.135780009387221,0,0,0,0,0,0,0.010114067799174,0,0,0.000582446321509092,0,0,0.00153363847049243,0.000582446321509092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404458865338248,0,0,0,0,0,0.0241994792912073,0,0,0,0,0,0,0,0,0
2017-04-16,0,0,0.00428963235558525,0,0,0.0700283780012571,0,0,0,0,0,0,0,0.00144203636522681,0,0,0.0117452078510523,0,0,0.000257007856421303,0,0,0.0297240192553358,0.138290880934524,0,0,0.000300395996083347,0,0,0.0124808526003663,0.000300395996083347,0,0,0,0,0,0,0.021881933438775,0,0,0,0,0,0,0.00133840867934063,0,0,0,0,0,0.00168548135591085,0,0.00859784424050143,0,0,0,0,0,0,0
2017-04-17,0,0,0.0255760476862429,0,0,0.0606591907034822,0,0,0,0,0,0,0,0.00271232631911288,0,0,0.0300572700267076,0,0,0.000389228994495953,0,0,0.0354239729672257,0.0892269512754035,0,0,0.00155142235404116,0,0,0.00870482125918273,0.00155142235404116,0,0,0,0,0,0,0.0129495790585805,0,0,0,0,0,0,0.0161475072244118,0,0,0,0,0,0.0108110231828314,0,0.00547380115675676,0,0,0,0,0,0,0
2017-04-18,0,0,0.0516155443479276,0,0.0250560184250787,0.106111521915865,0,0,0,0,0,0,0.0152274011754073,0,0,0,0.0441215065541599,0,0,0,0.017813775232451,0,0,0.236129102407422,0,0.124134563686109,0.00547700396527444,0,0,0.0381662779879415,0.00547700396527444,0,0,0,0,0.0495266214216577,0.0250560184250787,0,0,0,0.0495266214216577,0.0611413729609458,0,0.00877401622068637,0.0254227763311664,0,0,0.00547700396527444,0.307458912768647,0,0.0152274011754073,0,0,0,0,0,0.656496251297942,0.00547700396527444,0,0
2017-04-19,0,0,0.124134563686109,0,0,0.0814270320434289,0,0,0,0,0,0,0,0.0010121734436299,0,0,0.0734821980336037,0,0,0.000349325584935016,0,0,0.00361301041115475,0.151964823930502,0,0,0.0101079090949659,0,0,0.028102442103286,0.0101079090949659,0,0,0,0,0,0,0.00475388045381097,0,0,0,0,0,0,0.0739471636016367,0,0,0,0,0,0.0292877407145912,0,0.0011216087927891,0,0,0,0,0,0,0
2017-04-20,0,0,0.137555889255565,0,0,0.00975184456181265,0,0,0,0,0,0,0,0,0,0,0.0534920747816,0,0,0,0,0,0,0.181299468894694,0,0,0.00134142365058218,0,0,0.00388678486297803,0.00134142365058218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887244180760925,0,0,0,0,0,0.00336559788956106,0,0,0,0,0,0,0,0,0
2017-04-21,0,0,0.0250770540506984,0,0,0,0,0,0,0,0,0,0,0.00437245551407364,0,0,0.0158218366718049,0,0,0.000275104809646078,0,0,0.0843463194304779,0.0252570996092938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173876658792923,0,0,0,0,0,0,0.0190661697927813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012285989361291,0,0,0.00593383037774244,0,0,0,0,0,0.10769718281832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-23,0,0,0,0,0,0.00302040452573153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725221364382701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410146037550529,0,0,0,0,0,0,0
2017-04-24,0,0,0,0,0,0.00894975347873079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108738185376557,0,0,0,0,0,0.00116879716386993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-25,0,0,0.0347563367150796,0,0,0.00736035098105283,0,0,0,0,0,0,0,0.00040027675984208,0,0,0.00310391230087803,0,0,0.000106528618577697,0,0,0.0670087436354258,0.178153588147359,0,0,0.000255818837038638,0,0,0.00195886471792142,0.000255818837038638,0,0,0,0,0,0,0.0343207565972668,0,0,0,0,0,0,0.0269790022036142,0,0,0,0,0,0.000961228415082757,0,0.000949181921526228,0,0,0,0,0,0,0
2017-04-26,0,0,0.0824181910572258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160122909267543,0.165328090900766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996896644321202,0,0,0,0,0,0,0.0767916647397919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-27,0,0,0.0936935647298023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210307655288054,0.148343897762737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149370191061014,0,0,0,0,0,0,0.0813985052873832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-28,0,0,0.00220400153587279,0,0,0.0191668778975685,0,0,0,0,0,0,0,0.019925555832776,0,0,0.0466633540203694,0,0,0.000145154242508756,0,0,0.137170620503104,0.00362386068195255,0,0,4.22438283241272e-05,0,0,0.000139627404416139,4.22438283241272e-05,0,0,0,0,0,0,0.0031106688654526,0,0,0,0,0,0,0.00142326673138284,0,0,0,0,0,0.00579887811278976,0,0.00818438159248666,0,0,0,0,0,0,0
2017-04-29,0,0,0.000905289154862014,0,0,0,0,0,0,0,0,0,0,0.000159723581210076,0,0,0.000254677834533554,7.8315231343065e-05,0,1.9848928535467e-05,0,0,0.174448638333402,0.0674298475412046,0.0046150011686985,0,0,0,0,0,0,0,0,0,0,0,0,0.0365157206553132,0,0,0,0,0,0,0.000677994052263283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223602783694429,0,0,0.0045058514862109,0,0,0,0,0,0.250359744486552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623543350046748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-02,0,0,0,0,0,0.00681785937730677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223918802042231,0.319848853025327,0,0,0,0,0,0.00255673768009859,0,0,0,0,0,0,0,0.134871980038326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245206309058018,0,0,0,0,0,0,0
2017-05-03,0,0,0.0365050452158482,0,0,0.0244064223193626,0,0,0,0,0,0,0,0.0249815378043429,0,0,0.034798274445693,0,0,0.00243183400572376,0,0,0.215769627263622,0.0413711535920892,0,0,0.000890957550325416,0,0,0.00237584924591645,0.000890957550325416,0,0,0,0,0,0,0.0698837526992594,0,0,0,0,0,0,0.0258165894990461,0,0,0,0,0,0.00915255304150369,0,0.0175212699926096,0,0,0,0,0,0,0
2017-05-04,0,0,0.0256034980043584,0,0,0.0278647015744176,0,0,0,0,0,0,0,0.00813949269085301,0,0,0.00820573303105399,0,0,0.00214082852585768,0,0,0.355279406401092,0.157579198961079,0,0,0.000713433831152645,0,0,0.00732890245875668,0.000836722300777396,0,0,0,0,0,0,0.189674614847894,0,0,0,0,0,0,0.017951580269554,0,0,0,0,0,0.00318124266805668,0,0.0235671304639164,0,0,0,0,0,0,0
2017-05-05,0,0,0.0869433393034732,0,0,0.0318337066305266,0,0,0,0,0,0,0,0.0393694877740126,0,0,0.0393694877740126,0,0,0.0130140219640091,0,0,0.349208380725699,0.177505556525942,0,0,0.0027677287568651,0,0,0.0105229857107504,0.0027677287568651,0,0,0,0,0,0,0.33056111978677,0,0,0,0,0,0,0.0565406494787694,0,0,0,0,0,0.00837282000572372,0,0.0318337066305266,0,0,0,0,0,0,0
